edge,axis,from,to,row0,col0,row1,col1,signed_slope_row_per_col,angle_deg_image_row
left_edge_UL_to_LL_inferred_AT,AT,UL,LL,-0.0025583137990906834,597.9999737343751,1135.0017259667627,1759.9999631993821,0.9767678954998319,44.326658299153216
right_edge_UR_to_LR_inferred_AT,AT,UR,LR,757.0007883252808,-0.0010758288379292935,1892.9998396032024,1161.9978994215314,0.9776248305495746,44.351773877118276
top_edge_UL_to_UR_inferred_CT,CT,UL,UR,-0.0025583137990906834,597.9999737343751,757.0007883252808,-0.0010758288379292935,-1.2658896622204996,-51.692736844622196
bottom_edge_LL_to_LR_inferred_CT,CT,LL,LR,1135.0017259667627,1759.9999631993821,1892.9998396032024,1161.9978994215314,-1.2675509994862246,-51.72928308681394
