operation,direction_key,slope,signed_slope,line_bin_width,line_id,n_pixels_used,used_fallback,line_median,global_median,stripe_offset_subtracted
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-30,277,0,-0.0021273587595997704,0.0006766097436699554,-0.002803968503269726
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-29,281,0,0.0005502503973413807,0.0006766097436699554,-0.0001263593463285747
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-28,285,0,0.0036682572693278806,0.0006766097436699554,0.0029916475256579252
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-27,289,0,0.008568738142805392,0.0006766097436699554,0.007892128399135436
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-26,293,0,0.0018008566627752862,0.0006766097436699554,0.0011242469191053309
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-25,297,0,0.004579289367474691,0.0006766097436699554,0.0039026796238047353
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-24,302,0,-0.0007081098507609319,0.0006766097436699554,-0.0013847195944308873
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-23,307,0,0.007904988165280978,0.0006766097436699554,0.007228378421611023
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-22,311,0,0.005427700199569421,0.0006766097436699554,0.004751090455899465
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-21,315,0,0.00987936516364804,0.0006766097436699554,0.009202755419978085
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-20,319,0,0.011182933019476683,0.0006766097436699554,0.010506323275806728
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-19,323,0,0.0056933217260722885,0.0006766097436699554,0.005016711982402333
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-18,327,0,0.011838229337180123,0.0006766097436699554,0.011161619593510167
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-17,331,0,0.008796992066585924,0.0006766097436699554,0.008120382322915969
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-16,335,0,0.0018784134849104822,0.0006766097436699554,0.0012018037412405268
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-15,339,0,0.00040342307194491875,0.0006766097436699554,-0.0002731866717250366
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-14,343,0,0.003913394345953042,0.0006766097436699554,0.0032367846022830866
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-13,347,0,0.003075368018777669,0.0006766097436699554,0.0023987582751077135
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-12,351,0,0.00847914704796729,0.0006766097436699554,0.007802537304297334
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-11,355,0,0.006735187437054617,0.0006766097436699554,0.006058577693384661
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-10,359,0,0.002795213694922886,0.0006766097436699554,0.0021186039512529307
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-9,363,0,0.005483317018265061,0.0006766097436699554,0.004806707274595106
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-8,367,0,0.009898341886738425,0.0006766097436699554,0.00922173214306847
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-7,371,0,0.011038424665426344,0.0006766097436699554,0.010361814921756389
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-6,375,0,0.007605093640648691,0.0006766097436699554,0.006928483896978735
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-5,379,0,0.0021474098111464086,0.0006766097436699554,0.0014708000674764532
dwt_broad_then_median_thin_primary:thin_primary,y_minus_x,0.9792723507257799,0.9792723507257799,2.0,-4,383,0,9.006045739003155e-05,0.0006766097436699554,-0.0005865492862799238
